0, 0, 1.335068e+00, 5.639896e+00, 2.643114e+00, 8.717929e-01, 1.077408e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3.080789e+00, 6.745584e+00, 4.093685e+00, 6.952019e+00, 4.274313e+00, 4.631732e+00, 4.723884e+00, 3.484015e+00, 4.331920e+00, 2.789880e+00, 2.804168e+00, 4.555238e+00, 1.484712e+00, 2.103794e+00, 4.259141e+00, 5.245113e+00, 5.807103e+00, 3.454549e+00, 2.587860e+00, 0, 
0, 4.201277e+00, 4.247533e+00, 8.561317e+00, 9.897531e+00, 2.625399e+00, 4.566824e+00, 7.347459e+00, 5.038850e+00, 6.306849e+00, 1.242654e+01, 7.983414e+00, 6.074728e+00, 5.916498e+00, 7.550207e+00, 4.112114e+00, 4.591476e+00, 1.217853e+01, 2.974851e+00, 0, 
0, 2.776357e+00, 4.812231e+00, 4.392726e+00, 5.528453e+00, 1.228084e+01, 6.042632e+00, 4.764455e+00, 4.417361e+00, 2.259528e+00, 5.473667e+00, 9.006786e-01, 2.317736e+00, 2.744320e+00, 9.340011e-01, 4.456216e+00, 4.232609e+00, 1.904738e+00, 5.074152e+00, 0, 
0, 2.050065e+00, 2.940883e+00, 2.934372e+00, 7.360175e+00, 4.951458e+00, 1.906370e+00, 3.453429e+00, 4.514322e+00, 8.628398e+00, 6.600111e+00, 9.481000e+00, 7.296104e+00, 5.570340e+00, 2.882498e+00, 4.641837e+00, 1.085271e+01, 5.536840e+00, 5.168667e+00, 0, 
0, 5.732011e+00, 2.177134e+00, 8.246076e+00, 5.725813e+00, 6.394082e+00, 9.774219e+00, 4.293785e+00, 9.812144e+00, 6.194901e+00, 5.442391e+00, 3.929356e+00, 8.578974e+00, 3.802094e+00, 6.156889e+00, 1.972440e-01, 2.671018e+00, 3.676871e+00, 7.005346e+00, 0, 
0, 3.639971e+00, 5.583393e+00, 6.586453e+00, 8.274426e+00, 5.015630e+00, 8.536558e-01, 6.208094e+00, 5.408626e+00, 6.669756e+00, 4.387946e+00, 4.023440e+00, 7.646493e+00, 3.831370e+00, 4.953367e+00, 5.243438e+00, 4.331078e+00, 3.162471e+00, 4.714233e+00, 0, 
0, 4.214626e+00, 4.379714e+00, 6.749831e+00, 7.555265e+00, 6.329466e+00, 5.893059e+00, 5.789106e+00, 2.472555e+00, 1.092843e+00, 5.085817e+00, 5.448742e+00, 4.407710e+00, 7.584108e+00, 2.853710e+00, 5.099461e+00, 9.905582e-01, 2.332370e+00, 5.274965e+00, 0, 
0, 2.058746e+00, 2.561209e+00, 2.976023e+00, 9.589829e+00, 3.523529e+00, 3.356824e+00, 1.043127e+01, 8.150905e+00, 5.745935e+00, 1.386474e-02, 3.403643e+00, 2.737588e+00, 2.958562e+00, 8.611606e+00, 4.901712e-01, 4.743933e+00, 9.307081e+00, 2.889242e+00, 0, 
0, 4.482031e+00, 4.154688e+00, 8.245010e-01, 3.937029e+00, 3.583872e+00, 3.274806e+00, 3.589236e+00, 2.471468e+00, 3.846800e+00, 7.425222e+00, 8.158927e+00, 4.969756e+00, 5.838867e+00, 7.416690e+00, 6.082165e+00, 3.619557e+00, 4.214932e+00, 1.847859e+00, 0, 
